FAMILY,genus.species,FLOWER_SPECIES,DATE
Apidae,Bombus.appositus,Carduus nutans,7-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,7-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,7-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,7-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,7-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,7-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,7-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,7-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,7-Aug-14
Apidae,Apis.mellifera,Melilotus officinalis,7-Aug-14
Apidae,Bombus.melanopygus,Pyrola asarifolia,11-Aug-14
Apidae,Bombus.rufocinctus,Allium cernuum,11-Aug-14
Apidae,Bombus.rufocinctus,Dalea purpurea,11-Aug-14
Apidae,Bombus.bifarius,Melilotus officinalis,11-Aug-14
Apidae,Bombus.huntii,Liatris punctata,11-Aug-14
Apidae,Bombus.centralis,Liatris punctata,11-Aug-14
Apidae,Bombus.centralis,Liatris punctata,11-Aug-14
Apidae,Bombus.bifarius,Melilotus officinalis,11-Aug-14
Megachilidae,Osmia.subaustralis,Geranium richardsonii,11-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,11-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,11-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,11-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,11-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,11-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,11-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,11-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,11-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,11-Aug-14
Megachilidae,Anthidiellum.notatum.robertsoni,Medicago sativa,11-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,11-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,11-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,11-Aug-14
Megachilidae,Heriades.cressoni,Melilotus officinalis,11-Aug-14
Megachilidae,Heriades.cressoni,Chrysothamnus viscidiflorus,11-Aug-14
Halictidae,Lasioglossum.aff.caducum,Allium cernuum,11-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,11-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,11-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,11-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,11-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,11-Aug-14
Megachilidae,Ashmeadiella.bucconis,Heterotheca villosa,11-Aug-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,11-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,11-Aug-14
Colletidae,Hylaeus.coloradensis,Cirsium arvense,11-Aug-14
Megachilidae,Heriades.cressoni,Heterotheca villosa,11-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,11-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,11-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,11-Aug-14
Halictidae,Lasioglossum.tenax,Solidago missouriensis,11-Aug-14
Megachilidae,Heriades.cressoni,Allium cernuum,11-Aug-14
Apidae,Bombus.rufocinctus,Campanula rotundifolia,12-Aug-14
Apidae,Bombus.rufocinctus,Campanula rotundifolia,12-Aug-14
Apidae,Bombus.bifarius,Trifolium repens,12-Aug-14
Apidae,Bombus.bifarius,Trifolium repens,12-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,12-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,12-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,12-Aug-14
Apidae,Bombus.bifarius,Trifolium repens,12-Aug-14
Apidae,Bombus.bifarius,Spiraea betulifolia,12-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,12-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,12-Aug-14
Apidae,Bombus.bifarius,Trifolium repens,12-Aug-14
Apidae,Bombus.bifarius,Spiraea betulifolia,12-Aug-14
Apidae,Bombus.rufocinctus,Trifolium repens,12-Aug-14
Apidae,Bombus.rufocinctus,Campanula rotundifolia,12-Aug-14
Apidae,Bombus.rufocinctus,Campanula rotundifolia,12-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,12-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,12-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,12-Aug-14
Apidae,Bombus.bifarius,Spiraea betulifolia,12-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,12-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,12-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,12-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,12-Aug-14
Apidae,Bombus.bifarius,Trifolium repens,12-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,12-Aug-14
Apidae,Bombus.bifarius,Trifolium repens,12-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,12-Aug-14
Apidae,Bombus.rufocinctus,Erigeron caespitosus,12-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,12-Aug-14
Apidae,Bombus.rufocinctus,Campanula rotundifolia,12-Aug-14
Apidae,Bombus.bifarius,Melilotus officinalis,12-Aug-14
Apidae,Bombus.appositus,Carduus nutans,12-Aug-14
Apidae,Bombus.appositus,Carduus nutans,12-Aug-14
Apidae,Bombus.bifarius,Liatris punctata,12-Aug-14
Apidae,Bombus.appositus,Carduus nutans,12-Aug-14
Apidae,Bombus.appositus,Carduus nutans,12-Aug-14
Colletidae,Hylaeus.modestus,Spiraea betulifolia,12-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,12-Aug-14
Colletidae,Hylaeus.verticalis,Spiraea betulifolia,12-Aug-14
Colletidae,Hylaeus.modestus,Spiraea betulifolia,12-Aug-14
Megachilidae,Megachile.frigida,Chamerion angustifolium,12-Aug-14
Megachilidae,Ashmeadiella.pronitens,Eurybia conspicua,12-Aug-14
Colletidae,Hylaeus.modestus,Spiraea betulifolia,12-Aug-14
Colletidae,Hylaeus.modestus,Spiraea betulifolia,12-Aug-14
Megachilidae,Osmia.albolateralis,Trifolium repens,12-Aug-14
Megachilidae,Megachile.relativa,Chamerion angustifolium,12-Aug-14
Megachilidae,Hoplitis.fulgida.fulgida,Spiraea betulifolia,12-Aug-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,12-Aug-14
Apidae,Apis.mellifera,Chamerion angustifolium,12-Aug-14
Apidae,Apis.mellifera,Chamerion angustifolium,12-Aug-14
Halictidae,Lasioglossum.nigroviride,Chamerion angustifolium,12-Aug-14
Halictidae,Lasioglossum.tenax,Chamerion angustifolium,12-Aug-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,12-Aug-14
Megachilidae,Hoplitis.albifrons.argentifrons,Chamerion angustifolium,12-Aug-14
Colletidae,Hylaeus.annulatus,Spiraea betulifolia,12-Aug-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,12-Aug-14
Halictidae,Lasioglossum.tenax,Anaphalis margaritacea,12-Aug-14
Colletidae,Colletes.fulgidus,Erigeron peregrinus,12-Aug-14
Halictidae,Lasioglossum.nigroviride,Chamerion angustifolium,12-Aug-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,12-Aug-14
Megachilidae,Osmia.subaustralis,Senecio serra,12-Aug-14
Megachilidae,Osmia.pentstemonis,Senecio serra,12-Aug-14
Megachilidae,Stelis.montana,Senecio serra,12-Aug-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,12-Aug-14
Megachilidae,Megachile.relativa,Chamerion angustifolium,12-Aug-14
Megachilidae,Osmia.pentstemonis,Chamerion angustifolium,12-Aug-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,12-Aug-14
Megachilidae,Osmia.paradisica,Chamerion angustifolium,12-Aug-14
Colletidae,Hylaeus.modestus,Spiraea betulifolia,12-Aug-14
Megachilidae,Osmia.nigrifrons,Trifolium repens,12-Aug-14
Megachilidae,Hoplitis.albifrons.argentifrons,Chamerion angustifolium,12-Aug-14
Apidae,Triepeolus.paenepectoralis,Symphyotrichum ericoides,12-Aug-14
Apidae,Melissodes.unk1,Liatris punctata,12-Aug-14
Apidae,Apis.mellifera,Liatris punctata,12-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,12-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,12-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,12-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,12-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,12-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,12-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum ericoides,12-Aug-14
Apidae,Melissodes.microsticta,Centaurea stoebe,12-Aug-14
Megachilidae,Megachile.relativa,Centaurea stoebe,12-Aug-14
Megachilidae,Megachile.angelarum,Campanula rotundifolia,12-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum ascendens,12-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,12-Aug-14
Apidae,Melissodes.microsticta,Symphyotrichum ascendens,12-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum ascendens,12-Aug-14
Megachilidae,Dianthidium.subparvum,Symphyotrichum ascendens,12-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum falcatum,12-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum ascendens,12-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum falcatum,12-Aug-14
Apidae,Bombus.occidentalis,Chamerion angustifolium,12-Aug-14
Apidae,Bombus.occidentalis,Chamerion angustifolium,12-Aug-14
Apidae,Bombus.bifarius,Trifolium repens,12-Aug-14
Apidae,Bombus.bifarius,Trifolium repens,12-Aug-14
Apidae,Bombus.bifarius,Trifolium repens,12-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,12-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,13-Aug-14
Apidae,Bombus.fervidus,Centaurea stoebe,13-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,13-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,13-Aug-14
Apidae,Bombus.appositus,Carduus nutans,13-Aug-14
Apidae,Bombus.appositus,Carduus nutans,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.flavifrons,Liatris punctata,13-Aug-14
Apidae,Bombus.centralis,Liatris punctata,13-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,13-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,13-Aug-14
Apidae,Bombus.huntii,Centaurea stoebe,13-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,13-Aug-14
Apidae,Bombus.flavifrons,Liatris punctata,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,13-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,13-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,13-Aug-14
Apidae,Bombus.bifarius,Liatris punctata,13-Aug-14
Apidae,Bombus.appositus,Liatris punctata,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.cent.flavi,Centaurea stoebe,13-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,13-Aug-14
Apidae,Bombus.appositus,Carduus nutans,13-Aug-14
Apidae,Bombus.appositus,Liatris punctata,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.fervidus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.fervidus,Linaria dalmatica,13-Aug-14
Megachilidae,Ashmeadiella.bucconis,Symphyotrichum ericoides,13-Aug-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,13-Aug-14
Megachilidae,Megachile.apicalis,Liatris punctata,13-Aug-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,13-Aug-14
Megachilidae,Ashmeadiella.bucconis,Grindelia nana,13-Aug-14
Megachilidae,Ashmeadiella.bucconis,Grindelia nana,13-Aug-14
Megachilidae,Heriades.cressoni,Grindelia nana,13-Aug-14
Megachilidae,Ashmeadiella.bucconis,Grindelia nana,13-Aug-14
Megachilidae,Dianthidium.subparvum,Lactuca tatarica,13-Aug-14
Megachilidae,Ashmeadiella.cactorum,Centaurea stoebe,13-Aug-14
Megachilidae,Ashmeadiella.bucconis,Symphyotrichum ascendens,13-Aug-14
Megachilidae,Ashmeadiella.bucconis,Symphyotrichum ascendens,13-Aug-14
Megachilidae,Ashmeadiella.bucconis,Symphyotrichum ascendens,13-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,13-Aug-14
Halictidae,Lasioglossum.albipenne,Solidago missouriensis,13-Aug-14
Halictidae,Lasioglossum.albipenne,Liatris punctata,13-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum laeve,13-Aug-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,13-Aug-14
Megachilidae,Anthidium.utahense,Melilotus officinalis,13-Aug-14
Apidae,Melissodes.microsticta,Symphyotrichum ascendens,13-Aug-14
Megachilidae,Heriades.variolosa,Symphyotrichum ascendens,13-Aug-14
Megachilidae,Ashmeadiella.bucconis,Grindelia squarrosa,13-Aug-14
Megachilidae,Heriades.cressoni,Centaurea stoebe,13-Aug-14
Megachilidae,Stelis.calliphorina,Symphyotrichum falcatum,13-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,13-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,13-Aug-14
Colletidae,Hylaeus.mesillae.rudbeckiae,Solidago missouriensis,13-Aug-14
Colletidae,Hylaeus.mesillae.rudbeckiae,Solidago missouriensis,13-Aug-14
Megachilidae,Dianthidium.subparvum,Symphyotrichum ascendens,13-Aug-14
Megachilidae,Anthidium.clypeodentatum,Melilotus officinalis,13-Aug-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,13-Aug-14
Megachilidae,Megachile.frigida,Centaurea stoebe,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,13-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,13-Aug-14
Apidae,Apis.mellifera,Centaurea stoebe,13-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.rufocinctus,Campanula rotundifolia,14-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.occidentalis,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.rufocinctus,Campanula rotundifolia,14-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,14-Aug-14
Colletidae,Colletes.hyalinus.hyalinus,Anaphalis margaritacea,14-Aug-14
Apidae,Melissodes.microsticta,Chamerion angustifolium,14-Aug-14
Megachilidae,Osmia.albolateralis,Chamerion angustifolium,14-Aug-14
Megachilidae,Megachile.frigida,Chamerion angustifolium,14-Aug-14
Halictidae,Lasioglossum.nigroviride,Chamerion angustifolium,14-Aug-14
Megachilidae,Ashmeadiella.pronitens,Eurybia conspicua,14-Aug-14
Colletidae,Colletes.hyalinus.hyalinus,Anaphalis margaritacea,14-Aug-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,14-Aug-14
Megachilidae,Osmia.pusilla,Trifolium repens,14-Aug-14
Halictidae,Lasioglossum.nigroviride,Chamerion angustifolium,14-Aug-14
Halictidae,Lasioglossum.nigroviride,Chamerion angustifolium,14-Aug-14
Megachilidae,Osmia.pusilla,Chamerion angustifolium,14-Aug-14
Halictidae,Lasioglossum.sisymbrii,Chamerion angustifolium,14-Aug-14
Halictidae,Lasioglossum.marinense,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.occidentalis,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,14-Aug-14
Apidae,Apis.mellifera,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.appositus,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.appositus,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.appositus,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,14-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,15-Aug-14
Halictidae,Lasioglossum.nigroviride,Chamerion angustifolium,14-Aug-14
Megachilidae,Megachile.lapponica,Chamerion angustifolium,15-Aug-14
Megachilidae,Megachile.relativa,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.bifarius,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.rufocinctus,Chamerion angustifolium,15-Aug-14
Apidae,Bombus.cent.flavi,Liatris punctata,18-Aug-14
Apidae,Bombus.bifarius,Liatris punctata,18-Aug-14
Megachilidae,Megachile.apicalis,Liatris punctata,18-Aug-14
Megachilidae,Megachile.perihirta,Centaurea stoebe,18-Aug-14
Apidae,Bombus.centralis,Liatris punctata,20-Aug-14
Megachilidae,Heriades.variolosa,Solidago missouriensis,18-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,18-Aug-14
Halictidae,Halictus.ligatus,Erigeron caespitosus,18-Aug-14
Megachilidae,Coelioxys.modesta,Symphyotrichum laeve,18-Aug-14
Apidae,Bombus.bifarius,Gutierrezia sarothrae,18-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,18-Aug-14
Apidae,Bombus.centralis,Liatris punctata,18-Aug-14
Apidae,Bombus.fervidus,Liatris punctata,18-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum falcatum,18-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,18-Aug-14
Megachilidae,Megachile.perihirta,Liatris punctata,18-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,18-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,18-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,18-Aug-14
Apidae,Bombus.bifarius,Centaurea stoebe,18-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,18-Aug-14
Megachilidae,Megachile.apicalis,Centaurea stoebe,18-Aug-14
Halictidae,Halictus.tripartitus,Centaurea stoebe,18-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,18-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,18-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,18-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,18-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum ericoides,18-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum laeve,19-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum laeve,19-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,19-Aug-14
Megachilidae,Stelis.montana,Symphyotrichum ascendens,19-Aug-14
Apidae,Bombus.rufocinctus,Symphyotrichum ascendens,19-Aug-14
Megachilidae,Megachile.relativa,Symphyotrichum ascendens,19-Aug-14
Apidae,Melissodes.microsticta,Symphyotrichum ascendens,19-Aug-14
Apidae,Melissodes.microsticta,Symphyotrichum ascendens,19-Aug-14
Megachilidae,Megachile.frigida,Linaria dalmatica,19-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,19-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum ascendens,19-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum ascendens,19-Aug-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,19-Aug-14
Megachilidae,Megachile.relativa,Centaurea stoebe,19-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum laeve,19-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,19-Aug-14
Apidae,Bombus.appositus,Carduus nutans,19-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum ericoides,19-Aug-14
Megachilidae,Heriades.cressoni,Gutierrezia sarothrae,19-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum ascendens,19-Aug-14
Megachilidae,Hoplitis.truncata,Melilotus officinalis,19-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,19-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,19-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,20-Aug-14
Apidae,Ceratina.nanula,Symphyotrichum ascendens,20-Aug-14
Megachilidae,Heriades.cressoni,Symphyotrichum ascendens,20-Aug-14
Apidae,Ceratina.neomexicana,Symphyotrichum ascendens,20-Aug-14
Apidae,Melissodes.microsticta,Symphyotrichum ascendens,20-Aug-14
Megachilidae,Ashmeadiella.bucconis,Symphyotrichum ericoides,20-Aug-14
Apidae,Ceratina.nanula,Machaeranthera canescens,20-Aug-14
Apidae,Bombus.appositus,Liatris punctata,17-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,17-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,17-Aug-14
Apidae,Ceratina.nanula,Symphyotrichum ericoides,17-Aug-14
Apidae,Bombus.rufocinctus,Cirsium arvense,17-Aug-14
Apidae,Bombus.centralis,Linaria dalmatica,17-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,17-Aug-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,17-Aug-14
Megachilidae,Ashmeadiella.californica,Erigeron caespitosus,17-Aug-14
Apidae,Ceratina.nanula,Symphyotrichum ericoides,17-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,17-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,17-Aug-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,17-Aug-14
Megachilidae,Heriades.cressoni,Solidago missouriensis,17-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,17-Aug-14
Megachilidae,Heriades.cressoni,Erigeron caespitosus,17-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,17-Aug-14
Megachilidae,Ashmeadiella.bucconis,Solidago missouriensis,17-Aug-14
Apidae,Bombus.appositus,Carduus nutans,17-Aug-14
Apidae,Bombus.appositus,Carduus nutans,17-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,17-Aug-14
Megachilidae,Dianthidium.ulkei,Cirsium arvense,17-Aug-14
Megachilidae,Ashmeadiella.californica,Erigeron caespitosus,17-Aug-14
Megachilidae,Ashmeadiella.cactorum,Campanula rotundifolia,17-Aug-14
Megachilidae,Megachile.pugnata,Centaurea stoebe,17-Aug-14
Megachilidae,Megachile.relativa,Centaurea stoebe,17-Aug-14
Megachilidae,Stelis.calliphorina,Symphyotrichum ericoides,17-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,17-Aug-14
Apidae,Bombus.appositus,Linaria dalmatica,17-Aug-14
Apidae,Bombus.bifarius,Symphyotrichum laeve,17-Aug-14
